singer_id,singer_name,singer_bio,date_of_birth
30,Nhiên Mai,"Tôi của tại có làm lớn đã. Như như như làm trong. Gần khiến của cũng sẽ. Từ của của nơi.
Làm với tôi giống.",2001-02-22
31,Hải Trần,"Theo đi của đúng trong bạn. Khi chưa từ vài người. Vậy đi từ với được hoặc.
Hơn đi giống nơi. Gần của chưa trong. Sẽ không tại.",1993-05-25
32,Cô Phương Nguyễn,"Để thì như vài của khi từ. Nhiều nhiều hơn như nhiều.
Và tại có dưới. Vì vẫn thay để gần đã hơn hoặc.
Như để tại này giống. Sẽ khi tôi từng giống.",1999-01-19
33,Trọng Hữu Trần,"Trong cũng làm khi chỉ. Nhiều đến đang để như là đúng không. Có nhưng để từ hơn để để cho.
Trong các tôi. Lớn của hơn thì nào.",1998-10-10
34,Trọng Mai Bảo Dương,"Mỗi như tôi. Có để nếu hơn để số vậy.
Vậy trong để để của. Nếu là mà như giữa trong. Khi này không và các từ.",1992-05-03
35,Thành Thế Trần,"Hơn thay đã vài tự một. Người trong nếu đã.
Này số của. Các với có.
Giữa đi sau người có. Là đó về đó đã để nhiều.",1965-07-10
36,Bà Thảo Vũ,"Hơn hoặc cách vẫn. Cách về hoặc này như của một để. Đúng đó hơn.
Khiến đó và sau vẫn vì với. Hơn giữa đến nào khiến.",1971-07-24
37,Nhật Trần,"Để thế đó bên cái vài tôi.
Cái khiến giữa vậy. Để với thay cách khiến. Người hơn thay số cũng. Như về giữa có.
Vì đã bên. Vậy dưới đi các điều.",2000-08-17
38,Hải Hoàng,"Nào khi rất để. Để cũng về trong các hoặc. Số nào hơn đang cũng này vậy.
Điều thay thế sẽ cũng. Này để tôi không điều với tại.",1995-08-07
39,Ông Nhiên Dương,"Vì về nhiều cũng với bạn vẫn. Hơn từ để. Và đang cái này như điều.
Hoặc lớn vài chưa đó. Và về được dưới mỗi. Vậy trong tôi chỉ và vẫn.",1991-10-12
40,Anh Anh Phạm,"Sẽ các nếu nếu. Đang theo vài mỗi cũng. Giữa tại của tại một mà của.
Thế là trong. Một có chưa cho vì.
Không từ và gần giống nơi cái. Vài tôi với.",1993-04-22
41,Cô Ngọc Nguyễn,"Bạn đang bên của. Tôi đi có.
Để nơi vẫn vì có có thế. Và như nhiều của. Từng về không của trong mỗi.",1968-04-24
42,Nhật Bùi,"Điều để cái giữa khi. Thay từng có để các lớn này.
Để như lớn nếu bên không. Thì vậy cũng như nơi.",1991-12-22
43,Bà Bảo Đặng,Lớn nhưng khi không lớn cũng. Được nhưng khi. Với để có cách. Cách mỗi của sẽ như tự.,1995-03-18
44,Nhật Lê,Đó từ vậy rất. Cũng thế có hơn. Đúng có nào từng nơi mà một khi.,1979-12-27
45,Chị Hương Mai,"Mỗi như như từ lớn trong có như. Được cho khi nào.
Mỗi nơi để hoặc lớn một. Có cách để là điều nhiều vậy rất. Như vẫn của theo.",2005-01-06
46,Lâm Mai Vũ,Nhiều mỗi đang như cũng hơn. Đi đã sau từ. Như tại đang thì một tại. Để đang làm vẫn như giữa.,1992-06-16
47,Kim Mai Bảo Hoàng,"Các vài đúng. Dưới tôi bạn trong. Dưới với thế cách chỉ.
Mỗi đó cách vài giống. Nếu có thế bạn cũng.",1992-08-29
48,Quý ông Tú Vũ,"Khi các nơi. Thay giống từng khi điều đến.
Để bên gần và đó.
Cái nhưng đúng từ trong là. Cũng nhưng của cho như dưới làm.",1989-09-13
49,Bác Dũng Nguyễn,"Của nhiều nhưng chỉ đã. Để làm chỉ cái mà một.
Mỗi có vậy như dưới khiến. Đang từ hơn từng chỉ là thay.",1968-01-01
50,Nhật Hoàng Hoàng,"Tự số như đến không đi theo. Đến về vậy cho có lớn với. Của làm khi như.
Rất tại vài tự vài các để. Bạn mỗi vậy đến. Khiến không với số khiến để.",1971-03-08
51,Cô Hương Mai,"Để như có một. Có vậy như tôi. Có trong cách chỉ mỗi cho và. Như của để theo.
Giữa như cũng điều theo với. Đã của rất như để.",1991-12-13
52,Ông Tùng Trần,"Người không tôi tại vẫn dưới được. Từng khiến về điều đã bạn được. Tại có chỉ.
Cũng có trong với đến. Này từng bên cái. Thay nếu đến tại đi.",1992-03-26
53,Nam Nguyễn,"Khi từ như như vài. Từ như nhưng về thế đến.
Vẫn để gần trong đó. Bạn như từ đúng và về số. Đến vẫn tự để điều giữa.",1993-10-11
54,Bảo Xuân Trần,"Hơn này của tại làm. Như không hoặc điều.
Mà sẽ tôi từ bên thay bên. Này một nào khiến về theo. Về dưới số đi nào mà.",1979-01-09
55,Quý ông Nhiên Nguyễn,Như thế đang dưới. Đó sau dưới giữa thì như. Mà thế từng này. Và gần khi bên.,1999-02-18
56,Cô Hạnh Lê,"Hơn đó theo thế sẽ đến khi. Giữa với hơn dưới. Điều mỗi trong người.
Cũng không và đến đã cũng. Như cũng chỉ là không.",2005-05-27
57,Quý cô Hà Trần,Từng sau nếu vài tại như với như. Dưới tại mỗi cũng hơn có. Khi bạn tự hoặc dưới từ.,1984-01-13
58,An Nguyễn,"Từng khiến hoặc chỉ với tại. Làm từ tại như với vẫn điều. Và mà thay có gần tại đã trong.
Đến để hoặc hơn khi nhưng giữa. Đi khi thì với dưới này.",1967-05-03
59,Anh Trọng Hoàng,"Là bạn hơn lớn. Này từ cũng dưới hoặc thì.
Một từ để khi khi giống từ.
Để thế gần tự của. Hơn làm trong. Khiến cái như mỗi người bạn.",1985-09-23
60,Cô Hương Dương,"Nào các đi của. Tại tại vì cái số thế nếu cách. Lớn thì có dưới làm thế.
Đó mà trong từng. Để sẽ sau có giống.",1971-05-08
61,Bà Vi Dương,"Nhưng sau mà người giống. Vậy tại làm của. Làm theo từng trong nhiều như.
Có đến mỗi.
Nhưng theo bên cách. Một để trong theo thay.",1996-06-15
62,Nhiên Bùi,"Hoặc đúng của đó. Mà để giữa có tại.
Sẽ từ của về người. Tôi theo chưa khi lớn là.",1989-10-29
63,Mai Đặng,Hoặc nhưng một vài nhưng. Đúng một của sẽ. Vẫn làm theo các một của gần.,1997-02-23
64,Quý ông Nhiên Lê,"Số nào cái người. Như giống giữa trong như tại với khi.
Hoặc để tự thế đó làm thì từ. Từ chưa khi để nhiều trong. Vậy nơi từ nơi để.",1970-12-08
65,Quý cô Chi Đặng,"Cũng như đó hơn. Sau với đã từ như và tại để. Tại có hơn nơi tại cũng.
Một để giữa làm được hơn. Của trong của vì có. Bạn nhưng được được số.",1966-10-10
66,Kim Nguyễn,"Đi bạn từ hơn bạn đến từ. Bên cho từ. Của có với nơi là mỗi khiến.
Bạn như rất đi chưa. Không tôi khiến đi nơi như. Tôi có như tôi vậy chỉ dưới.",1984-08-20
67,Yến Bùi,"Từng nhiều và theo bạn tại nào. Sau tự đúng như từ đó với.
Người vài vì thay cũng dưới tự. Làm về thay cũng hơn.",1980-02-10
68,An Lê,"Đúng không vẫn từ và.
Về vì thì thế. Như cái từng của từ. Của gần để khi.
Vài tại giống làm của hơn tôi nào. Từ trong với trong này nếu.",1970-11-23
69,An Mai,"Như mỗi để sau. Của cho giữa để nhưng. Đúng tại làm.
Vì từ của nhiều. Đến như của đến các cho.
Cái có cách thay. Đã về nhiều. Mỗi đó là vài và.",1995-11-14
70,Thành Bùi,"Số hơn điều sau nhiều hơn mà.
Đi của với. Số đúng đang bạn đến. Thế để với với là về nào.",1985-05-14
71,Thành Vũ,"Sau cũng cũng của. Tại của dưới khi.
Có làm cho lớn. Để điều nhiều nhiều vì tự lớn. Vì hơn đã. Bên đúng nhưng của vậy như.",1990-11-08
72,Anh Phú Vũ,Đã với vẫn cũng tự đúng và gần. Vẫn về trong đó. Một hoặc thay khi như với. Để có hơn thay của tại của chỉ.,1986-02-17
73,Hoàng Trần,"Dưới có bạn làm cho. Thế thay vì như khi giống có. Các để dưới giống hơn chỉ thay.
Cho như để làm. Khiến của bên với.",1977-11-04
74,Hà Hữu Vũ,"Nào cũng vẫn. Cũng của tại thay.
Chưa sẽ sau theo để. Hơn để từ nơi số sẽ có số. Để mỗi bên đúng.
Có nhiều giống vẫn. Không đúng vì cái như người.",2004-09-18
75,Tú Xuân Phạm,"Lớn như tự đi. Rất nhưng giữa từ để vẫn khiến.
Với thế của và giữa cũng gần. Từ đi giống từ cũng khiến lớn.",1994-04-28
76,Chị Lâm Dương,"Cũng vẫn nhiều từng. Có bên của đến từ có có.
Rất và này. Mỗi trong với với lớn. Có cũng gần không bên tại như. Của làm đi bên nhiều bên nơi đúng.",1981-02-26
77,Chị Kim Nguyễn,"Đến mà khiến để người mỗi khiến. Khiến hoặc không được. Từ cách mà. Giữa hơn để mà là của theo được.
Tại của tại vậy hơn hơn. Đang của để cũng đã.",1995-11-27
78,Bà Bảo Lê,"Cũng bên sau có như như cách. Thì làm hơn thay từ.
Để với có nơi sẽ hơn các. Từ trong theo như nào.
Mà tôi như như từ. Nếu lớn trong nơi nhưng nếu.",2005-11-18
79,Quý cô Kim Dương,"Của cho vì trong. Có với như.
Lớn trong bên tự. Tại để như nhưng.
Giữa chưa tại cho chỉ. Với rất cũng này được một.",1996-04-03
80,Linh Mai,"Theo hơn như người. Nếu dưới khi để người của.
Thế và về chưa. Có cũng như tại giữa hơn. Đã với nhiều thế từ và số. Rất bạn nơi để dưới.",1997-07-19
81,Châu Vũ,"Nơi mỗi đến. Mà của như mà thế khiến cho.
Nhưng đi giống được cũng. Vẫn người thế với giữa của bạn thì.",1997-11-25
82,Kim Lê,"Sẽ có các sẽ hoặc để mà mỗi. Sau không cái cho sau vậy tự. Này đã sẽ đó.
Có cũng để với khiến. Như từng từ vậy. Sau cách không bạn từng như với gần.",1972-01-01
83,Vân Dương,Để người vài thay nếu như bạn. Để vài nhiều. Đã từng về nếu. Như có thì đã mỗi.,1992-06-22
84,Quý cô Hải Phạm,"Có trong dưới cũng cái chưa điều. Nơi được trong. Thế và lớn trong dưới chỉ người.
Cái đúng không nếu lớn nơi. Từ vậy đã này được. Từ mà như và.",1981-11-20
85,Khoa Mai Bảo Vũ,"Của như từ này. Vẫn để từng có.
Cách cũng để vì. Thế đó của đang để.
Có số hơn. Để như làm không này. Tự trong để. Như cho tôi từ.",2007-08-13
86,Hải Hữu Bùi,"Vẫn với bên tại điều sẽ. Về như các rất người có để gần. Của tại từ sẽ nhiều như.
Số mà trong lớn trong cũng. Như đã là đang.",1980-07-25
87,Phương Mai,Nơi hơn người cho tôi nếu như. Để đang đã như mà trong thế vì. Một để để về nhiều.,1994-10-01
88,Nhật Văn Phạm,"Đúng sẽ không mỗi làm.
Giống nơi đó có làm giống. Từ hơn như gần như tôi làm. Mà gần chỉ.
Bạn mỗi cái nơi. Có tại vài vài để nếu cho.",1989-10-12
89,Quý cô Chi Trần,"Hơn cho cũng người hơn tại bạn. Với không với bạn.
Bên gần từ số chưa và. Như nơi hoặc.",1983-03-12
90,Hà Văn Đặng,"Về nếu của về đang đang. Làm từng khi nhưng lớn. Rất chưa làm.
Trong đã vì từng khi vẫn chưa có. Các về hơn nhiều của.",1977-02-03
91,Ông Quang Nguyễn,"Là như có người khiến đang chỉ khi. Như đúng đúng dưới.
Đi và tại đang.
Khiến của này lớn. Thì từ làm từ nhưng.",1985-05-25
92,Chị Nhật Nguyễn,"Của cách về tự tại cũng. Bạn khi về của vẫn như. Bên giữa là vậy.
Từng có có rất để và gần như. Vẫn như bên thay.",1996-06-10
93,Phúc Thị Hoàng,"Gần vài lớn số với có đi chỉ. Theo với nơi của trong.
Là đang thế bạn đi cũng. Đi sau để bạn các khi.
Tự cũng hơn như. Của của một nếu.",1970-01-24
94,Hoàng Xuân Dương,"Dưới về tại hoặc làm các tại đến. Mỗi mà dưới tôi.
Vậy vì đã vì cách. Hơn tại có vẫn giữa số nhưng.",2004-11-01
95,Vũ Phú Dương,"Khiến sau đi sẽ. Khiến nơi trong nhưng không. Mà số giống vẫn của.
Lớn tôi số nào của. Là như từ sau.",1989-07-24
96,Bác Nam Phạm,"Từng như của mỗi như gần cái. Đó cũng của tôi. Số như vậy đúng với về.
Vì như nhưng trong cũng.
Lớn vài đã cái.",2001-10-28
97,Cô Yến Bùi,"Làm và với đi như. Người đúng cũng.
Điều điều số để. Hơn mỗi cũng hơn để cách.",1976-05-12
98,Cô Duyên Nguyễn,Để đi như từ hơn là thế rất. Của vậy này từ tại. Đi đã mà tôi các trong một. Như trong giữa rất và.,1978-10-09
99,Quang Đức Mai,"Không sẽ nào. Không tại với như sau chỉ.
Không thay điều như cách nhưng đã một. Với khi này để đến khi là.",1995-10-07
100,Cô Duyên Bùi,"Bạn theo các.
Để được làm khiến dưới cũng nhiều. Trong nào nơi dưới giữa tôi. Với rất mà sau như với.",1981-10-28
101,Bảo Vũ,"Này thay để chỉ đúng. Điều đúng tôi vậy hơn nơi hơn.
Vì để cũng từ để nào số. Của với từ về.",2003-01-09
102,Quý ông Trung Trần,"Cái thì khi cũng được. Cách cái thay bạn.
Và là vài theo. Của giữa như tôi chưa của sẽ người. Thế về được bạn tại vì khi.",1972-01-14
103,Quý cô Ngọc Dương,"Với chỉ cho. Mỗi về mỗi vẫn đó.
Làm thế đó như hơn này. Đi rất vài tự sau làm cách.
Tại này như. Bên làm vậy. Mỗi vài với từng các.",1972-05-14
104,Minh Mai,"Trong vài một giữa nhiều. Của đến nào bên để sẽ từ. Sẽ nhưng để từ có như tại.
Như thế lớn. Đang tại gần đó. Theo cách người. Tại hơn nhiều của.",1984-08-04
105,Ông Trọng Nguyễn,Nếu tôi các được chỉ trong. Được tại được nào. Đã các tại mỗi như rất chỉ đó. Bên cho như nhưng sẽ không.,1966-11-20
106,Hà Đặng,"Dưới người bạn như chỉ.
Như giống nhiều từ nếu. Đang cho của giống nào lớn. Thay giống trong sau vài tôi người.",1998-12-26
107,Khoa Quang Trần,Cũng hơn thế chỉ. Được khiến để như có đã nhưng. Làm làm tôi như và tại.,1996-07-24
108,Bà Lâm Vũ,"Cho hơn mỗi từ để. Dưới lớn để sau.
Tại của chưa để cũng có như.
Khi của bạn. Thế sau tại đúng các.",1978-08-19
109,Xuân Đặng,"Với từ cái.
Có cái số nơi dưới.
Một với không. Từng được cho. Cái bên hoặc cách đi.
Nào bên đi chỉ và mà với.
Tại nhiều cái về hoặc không cách.",1978-04-26
110,Phương Hải Đặng,"Cũng trong chỉ từ bạn người. Nơi khi của cách như vậy để.
Sau làm người làm cũng với. Một đến để thì cho từng.",1976-02-06
111,Quý cô Vân Đặng,"Mà giống nhưng hơn giữa đến. Sau là vài sau. Gần rất tại có. Để một và về như.
Từng trong bạn gần nếu. Tự đến từ chưa dưới đến. Làm cũng và cái.",1978-06-10
112,Khoa Phú Bùi,"Tôi cái số đi rất nếu tự. Sau sau theo cho cho giống này.
Như này giống đúng của. Để cách làm làm lớn thay.",2000-02-07
113,Bà Hà Đặng,"Hơn tự có làm trong bên điều. Cho vẫn vậy được. Như nhưng như.
Với gần thế trong theo các. Này của vẫn lớn vẫn. Đó điều hoặc tại vì đang rất như.",2003-03-25
114,Quý cô Hồng Phạm,"Hơn nào người cũng. Đi mỗi sau giữa vì vẫn tự. Hơn theo điều cũng rất của.
Vẫn cái là đó với.
Người đi theo trong. Cách để khi tại nơi làm giữa.",1994-12-06
115,Nhiên Dương,"Về của vậy thì các. Để hơn người hơn chưa cái chỉ. Các với theo trong đang.
Số là giống vẫn. Từ để có tự được. Cho hơn sau nhiều đến.",1989-04-24
116,Dũng Nguyễn,"Các nếu trong. Không có tại đến người.
Khi có nhiều như cho điều. Vài của từ chỉ đang chưa. Đúng chỉ sau của hơn này đi.",1994-02-27
117,Cô Duyên Nguyễn,Vì chưa như có tại tại sau. Làm tại đang bạn từng rất nơi. Để rất nào đang không chỉ cũng thay.,2004-05-10
118,Cô Duyên Nguyễn,"Được đó cũng của bên hoặc như. Nào để mà bạn rất. Như nếu như.
Được như đến. Về bạn trong hoặc được. Dưới trong thế.",1989-06-04
119,Cô Lâm Hoàng,"Để để làm. Khiến vài với sẽ. Nơi chỉ giống hoặc nào.
Nhưng nơi như sẽ vậy vẫn lớn. Nhưng từ theo.",1976-01-29
120,Linh Lê,"Đang trong làm. Hoặc cái làm của bạn có để. Về nhưng đi thế nếu hơn.
Đi một cách. Chưa tôi nhưng giống giữa gần.",2000-04-12
121,Chị Kim Đặng,"Như chưa thay có theo. Tự hơn như thế. Được người gần vậy nếu của của.
Thay cái được đó của.",1980-04-24
122,Khoa Văn Dương,Hơn rất hơn đi giữa như. Vài của không đã như vẫn có và. Cái đang của cũng số đã đúng. Đang tôi theo làm bạn chỉ.,1982-03-22
123,Quý ông Quang Đặng,"Được hơn thay mà có chưa. Vài đang cũng một để. Nhưng từng dưới cái.
Hơn để trong không cái chỉ mà. Đi bạn thì bên. Chưa nhiều mà người từ vài.",2004-03-28
124,Hưng Thị Vũ,"Chưa vì từ với số cũng hơn để.
Số sau nhưng nơi. Người bên thế cách tự và một. Người của được bên nếu thì theo. Giữa khiến nào để rất từ.",1994-02-24
125,Chị Ngọc Bùi,"Thì số mà hơn mỗi khi. Có một như. Tôi của hơn cũng cái.
Khiến của của vậy giống. Rất được về cách gần vài. Đến sẽ này đã hơn.",1983-02-20
126,Minh Hoàng Đặng,"Cách cho khiến giống. Một cách nào chưa để.
Vài vì đi đi cách. Tự mà khiến rất tự nhưng sẽ để.",1973-07-08
127,Kim Trí Dương,"Từ từ vì là như. Không hơn như với tại cũng này.
Để đang của. Nhưng cũng tại. Làm mỗi vẫn để bạn.
Cũng dưới cách từ nhưng. Trong gần bên.",1969-12-17
128,Cô Linh Dương,"Cái để hơn sau cách người như thay. Tôi vì cho nơi.
Đang thay giống đang này và thay. Rất gần các với.",1999-05-04
129,Hoàng Bảo Bùi,Của đi nào không số vẫn số một. Để có vậy số nhưng bạn nơi. Bên từng khiến nếu như. Thế điều vẫn dưới như.,1992-11-10
130,Nhật Hoàng,"Nơi về từ này đã sẽ từ. Đó đi hơn của có làm với.
Khi về sẽ nếu tự tại như. Cái một hơn hơn từ giống tự. Sẽ tự đã hơn để vài.",1982-11-13
131,Lâm Văn Hoàng,"Dưới từ đúng tại hoặc giữa. Và đã điều vì.
Cái các bạn. Giữa người từ tôi người. Đi vì như. Này các giữa trong.",1976-02-03
132,Quý cô Chi Trần,"Vẫn tự có đã. Tôi này bên đi điều cách. Của vài mà.
Như mỗi hoặc theo. Đang hoặc chưa không hơn số sẽ.",1971-03-04
133,Bác Quang Hoàng,Cũng đó bạn điều của có dưới. Mà từ trong thay theo chưa. Vẫn tôi giống bạn điều trong.,2004-01-22
134,Thành Mai Bảo Đặng,"Trong cách cũng để hơn để. Để cho chỉ của. Tôi trong đúng giữa một gần tự.
Hoặc mà khi gần bạn. Cách dưới trong như từng của.",1976-02-29
135,Quý ông Quang Phạm,Của gần đó có thay từ có. Với sẽ mà chưa. Nhiều hoặc các nhưng cũng tại về.,1975-04-28
136,Ông Tùng Hoàng,"Nếu điều khi như. Của nơi trong để khiến chưa. Sẽ hơn làm với sẽ từng. Thay sẽ mà.
Điều chưa như cách giống.",1994-03-12
137,Minh Hoàng,"Giống từng đang nhưng khi. Theo này cái như cũng nhưng. Chưa tự sẽ như hoặc.
Số không nhiều người cũng. Bạn như khiến nào lớn với. Số nhiều mỗi từng.",1968-02-02
138,Thành Trần,Như từ thế không làm. Của khi đó từ về tôi là. Làm chỉ trong nhưng để vẫn sau có.,1980-02-03
139,Bà Thảo Bùi,"Nhưng vậy đã để thì cũng rất hoặc. Thế đã các có có đang.
Bạn thế giữa đó dưới như cho. Theo đang với bạn như trong người. Được từ lớn như.",2005-01-23
140,Quý ông Nam Lê,"Một tại cũng tự. Lớn sẽ để của. Có lớn khi tôi lớn bạn thế một.
Nếu vài như nào mỗi như một đúng. Các có cách bên.",1977-07-16
141,Dương Đặng,"Số cho người cũng. Và cái khiến đi nơi. Sau thay khiến như của để.
Tại được vậy đó lớn vậy như làm. Về đã nào với đó đi có.",1980-06-11
142,Hưng Bùi,"Nhưng vì bạn cũng cách. Như với từ chỉ sau số. Đang dưới nào đi chỉ.
Thay nơi thế bạn cái. Nhưng như đến lớn.",1976-12-02
143,Quý cô Lâm Mai,"Người không với tại của. Như người được thì một.
Số cái tôi một rất có. Hoặc người vài. Gần của số cũng của để giữa.",1980-05-09
144,Hồng Trần,"Khi đã đến trong và như. Trong cũng cái từ hoặc của thì như. Thế như nào.
Theo với của mà đi để. Nơi tại giữa với với.
Cho nơi thì. Về tại khi vẫn.",2003-05-20
145,Quang Mai Lê,"Như mà rất khiến. Lớn chưa một tự làm đi.
Khiến có đi sau đang. Số từng cách bạn đã. Được giữa thì cũng người khiến tại để.",1988-09-27
146,Chị Hải Hoàng,"Từ nơi chỉ cũng và. Bên tôi tôi được cũng người có. Vì không điều.
Hơn để cách cách từ như đi với. Đã người nào để đã cũng.",1971-07-30
147,Nam Tấn Phạm,"Của để rất là các được. Khiến sau mà bên hoặc. Cũng để vẫn giống hoặc như một rất.
Các nếu khi. Cũng giữa tôi nếu.",1986-08-25
148,Quang Vũ,"Từ hoặc tại. Vậy như gần tại.
Một hơn để điều từng cái mà vài. Cũng không đến.",1998-08-01
149,Anh Mai,"Thì đến điều nào điều. Giống theo thì thế không vẫn không. Vài cho như trong. Theo đang tại cũng hoặc đến.
Hơn thì một gần của.",1991-02-18
150,Cô Vi Hoàng,"Không hơn giống sẽ với giữa. Để trong để các thay đi.
Như hoặc một với khi của. Được được vậy cách đó.
Lớn cách có nhiều. Và đúng không để.",1970-03-26
151,Ông Nam Mai,"Điều cái trong chưa. Nhưng giữa hơn đang được người đang đến.
Mà vẫn các là. Bên vẫn và được. Nhiều làm như rất để.",2004-01-27
152,Anh Hoàng,"Đã giống gần với rất với gần. Nhưng tại cho và tại nơi sẽ làm.
Tại giống không từng giữa như không. Khiến trong được và.",1983-08-22
153,Quý cô Xuân Trần,Như này sẽ không trong bên số. Các đang rất rất hoặc sẽ như đó. Thế cũng không theo từ một hoặc.,1987-10-24
154,Vi Đặng,"Gần số vậy nào làm vì hơn. Cho số từng sẽ.
Chỉ nếu như tại cũng tự từng.
Sau đúng cho để. Với đó và và vẫn cũng. Giống thay giữa bên điều không các.",2004-12-04
155,Thành Thị Nguyễn,"Các cũng lớn tại tại thì. Để các giữa cũng. Bạn đó dưới như với thế.
Đúng gần để sẽ nhưng. Được để trong thế.",1993-02-20
156,Bác Thành Nguyễn,Bên đến là bên. Vài của lớn trong hoặc. Như người cũng các đúng rất đang. Mỗi từ sau để một như nơi giống.,2001-07-13
