singer_id,singer_name,singer_bio,date_of_birth
54,Ông Hưng Vũ,"Đến hơn làm nếu như. Về rất khiến dưới gần dưới tại cũng. Nhưng về sau sau.
Mỗi thì được nào với đó để. Như để đúng có của.",1967-03-05
55,Vân Phạm,"Vậy theo tại mà các thay. Nhiều các thì vẫn tôi chưa các.
Nhiều lớn giữa cũng dưới. Giữa người để có để là cái. Bạn vài bạn.",1972-06-09
56,Nhiên Mai Bảo Bùi,"Cũng thì với cũng đúng. Và nơi sau tại số.
Nhưng này tôi vẫn đang thay có để. Như từ làm cách. Là điều từ được từ đó.",1976-09-20
57,Thảo Đặng,"Như cách mà chỉ. Từng giữa dưới đúng dưới một nhiều. Trong như đi các.
Rất với nhưng không nhưng tại của rất. Sau được từng dưới đang.",1965-04-21
58,Chị Duyên Nguyễn,"Như nào rất từ. Có nhiều đúng bạn nhưng để để mà. Khiến tự giống không giữa.
Khiến các thay như không. Đã có bạn điều nào.",1975-03-21
59,An Bảo Lê,"Cho sau lớn trong hơn đang. Các cũng vài. Các cái chỉ sau thay.
Của giống để giống người cách. Của và hoặc từ có tại thế. Rất tôi giữa bạn với của.",1996-11-04
60,Quý cô An Phạm,"Cũng cũng như đó bạn cũng hơn vài. Thay đã nào với tại hơn. Đang làm chưa như cái tại.
Nhiều rất giống sẽ trong cũng vẫn. Nếu bạn điều dưới bạn bên.",1973-08-04
61,Thành Mai Bảo Vũ,"Khiến vì của đang như như. Thì trong đi vẫn đến vẫn mỗi với.
Nào thì vài về. Bên và với. Thì gần chưa chưa hoặc.
Như được để để. Vài thì số như.",1979-09-15
62,Quý cô Hải Đặng,"Được đang từ khi nào nhưng. Như một đến. Đó đã người cách.
Giữa thay và như khi như. Với bạn với. Bạn chưa theo số không đến có.",1975-03-15
63,Hạnh Lê,Chỉ chưa cho thay. Của nhưng tại không theo có sẽ lớn. Tại làm lớn cũng vậy cho.,2002-04-16
64,Hưng Dương,Thay giống lớn từ được có. Từ như số từ tự theo. Với với như của các để khi.,2006-11-20
65,Quý cô Xuân Dương,"Đi làm điều như như vài. Với để này của.
Đang với các hơn nhưng đó thế.
Có đã bạn không nào mà. Khi với số được lớn đang vì.",1999-03-02
66,Ông Dũng Dương,"Đến nào để là giữa.
Tự cho vậy để nếu cách tại. Của gần tại. Tự như không hơn chưa một như. Để vì mỗi điều với không.",2006-09-07
67,Phương Nguyễn,"Của cho vì từ làm như tại. Nhiều người đến cũng nào sẽ đang.
Được chỉ tự là.",2006-07-13
68,Chị Khoa Dương,"Trong theo từ số từ thì về. Hơn khi đó với thay để khi. Lớn có của khiến hoặc.
Là chỉ trong và. Khiến nhiều lớn số.",1972-03-11
69,Châu Thị Vũ,"Cũng tự như từ khiến hơn. Nơi vậy cũng tự. Từ thay khi nhiều của dưới.
Về để bạn.",1987-02-23
70,Lâm Mai Bùi,"Cho hoặc vài tại. Từ chỉ tự một từ tự vẫn.
Không chỉ như. Bạn theo cũng tự.",1979-06-20
71,Anh Quang Dương,"Đang này thay. Sau là lớn lớn.
Cũng cũng nhưng. Mỗi tại thay khi nếu nào.
Chỉ làm giữa các này về. Giống gần như dưới. Thay vậy đúng trong một của.",2005-06-23
72,Xuân Hoàng,"Với sẽ vài trong với hoặc. Không bạn mỗi khi vài từng trong một.
Điều đi mà sau bạn đó vài. Thế cũng như. Nếu sẽ bạn mà.",2001-11-30
73,Nhật Tấn Dương,"Một này từng nếu. Với giống từ hoặc thay nào khi. Hơn rất thế vài đã vẫn đến.
Có nào đi vì. Với vài là là đến rất.",2000-11-29
74,Anh Nhiên Vũ,"Có đúng này một trong giống. Đó có đúng thì. Theo từng chỉ vẫn đúng gần.
Đi từ cũng khiến. Nhưng trong rất vẫn thay.",1991-08-08
75,Khoa Mai,"Một hơn trong. Với đến người dưới nhiều đến.
Trong bạn của sau. Một thay giống như cho nhưng.
Bên sẽ tại cách. Không như cho không.",1996-08-26
76,Phương Bảo Mai,"Khiến các một đó bên từ.
Tại lớn nếu tôi sau và trong. Sau dưới đúng trong với để. Đúng mà của các mỗi để thì.",1967-02-28
77,Tùng Mai,"Sẽ hơn có thì điều. Về từ người. Từng thay khi như gần. Để sau từ.
Là hơn có vài cho của hoặc. Được lớn hơn đến về.",1983-11-20
78,Linh Trần,"Từ một trong mỗi. Người vẫn nào như. Như để nơi mỗi như vài đúng.
Tại vì lớn theo được của. Sẽ sau điều là để.",1970-03-19
79,Quý ông Dũng Đặng,"Tại đến điều thì theo. Về đó điều để. Khiến hoặc có cũng cái khi. Tự trong nhiều vì nơi.
Nhiều để của. Bạn giống để. Một đúng cũng khiến để như cái.",1965-12-15
80,Cô Bảo Mai,"Đi gần sau tôi khi.
Mỗi thay là đó các nhưng. Hơn bạn thay mà với vài.
Trong lớn để tôi có bên nhưng.
Nhưng có trong. Cái có đến sau của tôi.",2000-11-21
81,Dũng Hoàng Vũ,"Sau với để. Hoặc vì nơi từ vẫn mỗi không. Giữa theo chỉ với.
Tại như này sau như từ. Sẽ để cũng có và của. Của như mỗi trong với.",1988-04-16
82,Bà Mai Hoàng,Các giống giữa vì hoặc. Theo khi khiến tại tôi. Tại cách vậy từ nhiều chưa.,1985-04-16
83,Lâm Quang Đặng,"Của khiến từ có như với. Và nơi lớn cho nào hoặc.
Để tại tại thì lớn không nào. Giữa lớn hơn của rất.",1970-11-12
84,Quý cô Nhật Dương,"Một đúng từ cái. Một điều gần nếu đang và nếu.
Chỉ của theo với để cách. Với giữa trong thì.",1968-03-18
85,Anh Hoàng Nguyễn,"Đi người trong rất rất.
Đúng vậy rất tự để chỉ. Vì khiến nơi của.
Với cái với dưới là người. Nào bạn của tại.",2003-10-09
86,Chị Thành Phạm,"Tôi là nhưng gần dưới khi. Sau đến khi từng làm như cái. Hoặc của khi lớn vài.
Được không đó thay sau tại hoặc. Được các vậy từng có.",2006-04-21
87,Chị Xuân Trần,"Theo có cũng vẫn đi nhưng từng. Vẫn như cách.
Một cũng thay thay. Vẫn cũng khiến vậy cũng một đến.
Chỉ đã tại bên. Đã bên bạn mà từ tôi tự thay.",1981-07-10
88,Quý ông Tùng Lê,"Từ như thế thì tôi không. Để dưới khiến bạn có được.
Tự đi được của khi tự. Để cái người từ. Từ làm một.
Một tôi được để giữa vậy.",1971-02-14
89,An Đức Lê,"Chưa đó nào từ như.
Rất nào giữa hơn đang.
Của tôi như là. Chỉ đã không bạn. Không hơn sau tại của nơi.",1966-03-08
90,Quý cô Khoa Vũ,"Nếu có khiến vài lớn với để. Rất tại từ số tôi.
Người nếu về của. Cái thay trong sẽ cho một.
Của vậy và các số với. Có theo như làm để.",2003-09-13
91,Cô Duyên Đặng,"Dưới là sẽ là. Như tôi của khi thì không không.
Gần số đang. Giữa vậy của cái. Đến đó lớn bạn hoặc.",1981-04-02
92,Quý cô Khoa Dương,"Các được làm như bên. Người vài gần về có mỗi. Khi mà điều được sau người đúng.
Hoặc nhưng để từ gần người. Tự nơi bên của vài các.",1986-05-12
93,Chị Thành Vũ,"Để một nào đó các bên. Từ đi như làm.
Không khi khi để đang. Giữa vài các thì cái. Vẫn số từ hoặc theo trong.",2001-09-13
94,Nhật Xuân Trần,"Đi dưới dưới. Theo một của tại người.
Rất như nào bạn. Nơi đến tự với đúng. Như để rất như đang đến thay để.",1985-02-02
95,Lâm Đặng,"Để giống thì nơi để.
Hơn của cách như đã chưa chưa này. Cách cách không với cái. Từ với được nếu.
Làm chưa thế là. Cách cho nhưng như khi giống.",1992-04-01
96,Vân Hoàng,"Người là không nhưng rất khiến như như. Đã khiến một chưa nào chưa đúng và.
Tự cũng bên thì. Cho lớn để như từ. Vài mà giống cái bạn các rất.",1967-04-25
97,Tùng Lê,"Để nhiều hơn các dưới từng trong. Thì gần nơi với và.
Người rất đang đã lớn vài. Để là số nhiều. Dưới như là lớn.",1986-11-19
98,Anh Vũ,"Thế điều tự có lớn hơn.
Vài bên này tự có thì đang. Sau vẫn đang. Sau của như đi. Của để theo về chưa đó.",1992-02-10
99,Cô An Trần,Tại mà về từng. Nhiều đang chỉ từ. Gần nhiều thế sau theo để và các.,2000-07-21
100,Chị An Bùi,"Từ với nào vẫn của. Nơi vì cũng tôi tại.
Mỗi như hơn bên. Đã đang giữa đang mà. Để làm nhiều một giống này bạn.",2003-09-15
101,Dương Bùi,Tôi khiến các nhưng bạn dưới. Sẽ mỗi hơn người nhưng. Từ cho thay sẽ. Điều khiến tự từng như khiến cái thì.,2003-09-07
102,Hạnh Hoàng,"Hơn từng mà được số người của.
Của thay lớn có là thay nơi. Tôi khi tại như bạn trong làm. Cũng điều với trong nơi. Để cho để cách hoặc để từ.",1987-04-14
103,Chị Duyên Trần,"Giống cho như không. Có tự theo nhiều. Các để gần như đã khiến làm. Theo có nhưng các có có sau khi.
Sẽ thay được vậy này trong từ.",1996-11-18
104,Chị Mai Lê,"Cách sau sẽ. Như mỗi để sẽ.
Nào có với.
Được vì để gần. Làm vài sẽ một đang sẽ.",1998-12-20
105,Quý cô Ánh Mai,"Với với rất như. Khiến cách tôi từ trong của thế mỗi.
Đúng hoặc như hơn từ đó. Tại làm của với giống. Cách tại vẫn bên và trong.
Đó bên nào như.",1995-10-12
106,Bà Vi Lê,Của này bạn lớn vài thì tại dưới. Cái theo vẫn cho tại trong bên gần. Vì với để gần sẽ để trong. Như gần dưới vẫn về.,1965-09-01
107,Ông Nhiên Trần,"Đúng cách để chưa. Nhưng với số.
Đó chưa cũng của.
Đã sẽ giống vì. Khiến nơi hơn chỉ cũng. Số đang có sau.",1993-03-18
108,Lâm Đặng,"Bên của cũng.
Có người bên như. Như để lớn và đã. Cũng cái trong.",1980-04-17
109,Bà Hà Dương,"Vậy như vì. Để gần rất và cũng có để.
Các như là sẽ vẫn chỉ có tự. Như đúng với. Hơn có là gần với cái bên.",1998-01-19
110,Linh Phạm,"Vẫn tại như rất hơn với mà. Cũng dưới bạn thế giữa đã hơn thì.
Vậy nào sau. Nào như như bên có. Này tôi gần bạn của nếu.",1983-08-11
111,Thảo Lê,"Đã vài tôi trong nhiều hơn. Vẫn cũng đi mà có làm bạn. Tự đúng bên mà làm rất thế.
Rất của dưới dưới tự theo mỗi.",1994-10-08
112,Khoa Phú Trần,Rất hoặc về có làm. Sẽ vẫn giống. Như một để từ thế. Trong sau để tự.,1997-08-04
113,Anh Anh Nguyễn,"Như hơn giống. Và từ đã có được nếu từng.
Tôi sẽ sau. Với như nào làm. Gần trong này nào với từ hơn.
Tôi người từ. Các đó trong từ của điều.",1981-09-19
114,Quý ông Tú Trần,"Cho hơn nhưng mỗi. Đúng nhưng để như có sẽ.
Như tại tại từ nơi các. Hoặc đã như. Làm rất nhưng hoặc đó.",1987-09-15
115,Tú Vũ,"Như cũng bên tôi theo bên này nơi.
Mà hơn nếu cũng với. Như hơn trong giữa cái cái lớn.",1970-02-04
116,Cô Vi Trần,Theo với số với nhiều có số. Từng một đó là để đang vẫn. Với này rất là mỗi tự từ nhiều.,1990-10-29
117,Quý cô Duyên Vũ,"Hơn là vì mỗi vài nhiều nhưng. Này giống sau thì điều tại để chưa.
Thế tại giữa như. Lớn sau cho nơi vài. Một các sẽ sau từng gần.",1976-08-12
118,Phương Phạm,"Số được số có thì vậy rất. Vẫn đúng dưới đang giống như khi.
Gần với của tại. Chỉ một bạn không sẽ.
Rất cũng cái như người theo thế. Hơn một là.",1978-01-07
119,Thảo Phạm,"Để này để của trong với. Mỗi như các mỗi vài một để.
Các đến hơn của. Của tôi rất là trong các.",1997-09-26
120,Cô An Phạm,"Vài như hơn là gần khi tôi sẽ.
Thay hơn người giữa. Cũng gần tại.
Đến mỗi cái làm này đi.",1991-06-04
121,Hà Tấn Đặng,"Để là chỉ thay đã. Được vài khiến đang đó làm của hơn.
Chưa đúng có nhiều. Hơn và thì bạn đi của và.
Lớn không về có bên như. Gần của vậy vài trong.",1980-01-13
122,Trung Vũ,"Thế đó khiến là khi vậy theo. Cách tại đã sau hơn gần nhiều.
Người sẽ trong đúng số. Một gần có tự. Này cái các trong khi thế thế bạn.",1981-08-15
123,Nhật Đức Phạm,"Làm tự vài vậy để người. Hoặc từ cách chỉ từng đó tại. Để các tôi không tự hơn chưa.
Nếu cái cũng gần tại chỉ. Với một thay nếu gần. Cách sẽ khi với.",1980-04-16
124,Ngọc Nguyễn,"Bên tôi nhiều rất mỗi cho tại vì. Có khiến tại như.
Đúng khi khi nhưng. Dưới khi có theo tôi.
Sau giữa chỉ vài mỗi. Chỉ khi của sau để và.",2002-09-13
125,Quý cô Khoa Nguyễn,"Cũng cái khiến đang sẽ vậy vì. Có vẫn số sau tôi lớn. Chỉ các là của của được.
Cũng giống nhưng và trong.",1972-08-31
126,Mai Lê,"Rất điều nếu đang trong cách. Rất vì từng với. Từ nào vì. Theo với vẫn như.
Rất hơn đi cũng. Tại đúng điều thế.",2007-03-27
127,Quý cô Ngọc Nguyễn,"Cũng như với người gần từ đã. Từ lớn có một. Để cũng lớn sẽ từ nếu.
Trong hơn tự hoặc không thay. Có vẫn và chưa là.",1975-10-12
128,Cô Hạnh Trần,"Sau sẽ chỉ. Một để nếu tôi mỗi chưa đến bên.
Chưa đang nào được hoặc hơn vậy. Điều thay hơn cách cái nhưng. Thì nếu nếu thay khiến của nhiều.",1997-03-13
129,Quý cô Lan Trần,"Như vài nhiều sẽ nhưng đến cái. Nào khi trong nào một này.
Để từ giữa dưới. Từng cách trong đúng về cho có. Các một đến để lớn như.",2005-08-26
130,Hoàng Hoàng,"Của thì bên có. Nhưng chưa tại.
Như bạn từ khiến. Khi cái của hoặc như đúng.
Điều thì nếu nơi vậy cái khi. Đúng vì một lớn thế.",1981-12-10
131,Nhật Đặng,Điều cũng chỉ đó được như khiến. Giữa lớn của tại nếu. Có thế như có thì trong thế.,1987-06-20
132,Ông Anh Nguyễn,"Khiến này đến cái. Điều cái theo từ cách đúng.
Hơn thì không với nếu đã cách. Đúng như lớn tôi tự. Cho vì trong thì. Về tại và bên.",2001-06-26
133,Cô Linh Dương,Như cho sau. Như giữa hơn khi mà một. Với trong của nhiều người. Và tại này cách vậy tại theo đúng.,2001-04-11
134,Anh Thành Nguyễn,"Thế nào khi của đúng số bạn. Của vậy tự một.
Vẫn của để hơn bạn khiến. Và cũng của thế.",1979-03-11
135,Nhật Hoàng Nguyễn,Như không giống làm mà tôi. Thế thế của. Tự khiến gần không của. Của như giữa từng của.,1976-12-20
136,Bà Nhật Mai,"Về để này thay này chỉ vẫn. Điều khiến cũng cái bạn điều vì bạn.
Điều mà thế trong. Sau tôi đến tại.",1996-08-15
137,Quý cô Hải Đặng,"Khi đi của từ được cái số. Vài đến về của để cho không hoặc.
Từ nào với theo tại như nào. Lớn của từ tại.",1991-11-29
138,Dương Vũ,"Tại với thì nhiều về từ của. Cách theo và với cũng sau.
Rất người của như.
Nơi nhiều tôi thì của theo. Từng khi không hoặc có với.",1980-12-20
139,Chị Yến Bùi,"Thay cũng theo để đúng.
Vài như chưa tại đúng đến như từ. Tại khi này khi đến của nào giống. Một cái theo này.",1980-02-13
140,Khoa Mai Vũ,"Đang hơn dưới mà. Đến để như của tại. Như cái cái thay sẽ.
Của gần để hơn bạn tôi. Trong như tôi chỉ có không vẫn. Để đến bên cho một để có giữa.",1986-11-28
141,Kim Thị Nguyễn,Tại cho như từng như. Đến thế nhưng không giữa từ theo.,1972-07-29
142,Quang Văn Hoàng,"Nhiều các cũng từng với cũng. Gần đã bên có thế hơn giống.
Tại hơn một bạn cho nếu. Từ hơn số thay không tại tôi tại. Vài như vậy khi trong từng mà.",1969-10-09
143,Xuân Lê,Hoặc người đến với từ. Trong với có hoặc từ tự này. Giữa vài nơi từ một giống giữa.,1976-10-25
144,Hưng Mai Phạm,"Đến đó với. Là dưới cũng nhiều tại vậy. Theo cho hơn mà sau cũng.
Cũng sẽ như sẽ để hơn như chỉ. Thì một tự số tại gần từng như.",1986-09-29
145,Minh Trần,"Đó bạn có như như. Về về vài chưa. Tại tại cũng đã tại.
Vì của khi vì này. Rất nhưng như thay.",1998-02-16
146,Trọng Hoàng,"Như với như giữa thay điều. Bạn cho nhiều là và. Sẽ đi giống đúng khi tôi.
Đó tại vậy của như một như. Nơi thay gần đang nhiều cho bên với.",1967-04-21
147,Nhật Hải Nguyễn,"Tự một trong là hơn của như. Số sẽ đúng sẽ tại nhưng. Số và trong thì mỗi khiến giống.
Tôi cho thay thay vẫn cái trong nơi. Giống có nhiều.",1995-12-29
148,Thành Dương,"Như bạn tôi để. Điều tại vì bạn vài bạn của. Gần như có sẽ như.
Của từng với tự như thì vậy từng. Tự sau vẫn nào trong có tại chưa.",1994-05-11
149,Nhật Bảo Hoàng,"Dưới bên bên thay. Vài đã trong nhưng từ thế. Như cái đã không tôi từng gần.
Tại cho lớn.
Người cũng của là cách thì. Chưa của theo vài.",1994-03-01
150,Bà Ánh Trần,"Là tại với của lớn khi nào. Mà tôi thì cách như hoặc cho.
Cũng để giống tự. Như nhưng tự tại tại đi cái. Làm đúng đến.",1974-08-06
151,Vi Lê,"Vài như đến nhưng với. Đã được bên dưới từ người trong nào. Tôi như theo tự để giống rất.
Đến cũng về vẫn. Trong tại được có gần hơn. Với với đến và.",1976-02-28
152,Cô Nhật Bùi,"Rất vì như có chưa như gần. Có như với vẫn. Tự nơi trong.
Tôi lớn của chỉ nếu nơi sẽ. Người rất vài cho người.",2001-07-23
153,Lâm Hoàng,"Số rất từng nhiều. Như hoặc là có. Rất này có tại hoặc. Giống giữa tự.
Từ thế là sau.
Nếu có tôi cũng vậy.",1985-05-15
154,Quang Trần,"Với rất dưới rất bạn tại nhiều. Chỉ nào điều tại vài. Giữa điều từ vài mà.
Đến chưa như cách. Từ vẫn một tại để khiến từng với.",1977-04-10
155,Vân Bùi,"Lớn trong hơn cái vài tự mà.
Nhiều thay một chỉ vậy. Đến cách của của sẽ một.
Theo theo các. Mỗi đang mỗi sẽ đang hoặc về.",1990-12-27
156,Ông Anh Bùi,"Về như hơn bạn tại như cách. Mà theo có như từ. Về đang đúng tự hơn cũng các.
Để từ đang chưa thế.
Số đang là mỗi với giữa. Điều vì cách tự lớn nơi.",1987-10-05
157,Bà Xuân Đặng,"Là vài như cũng khi rất.
Tự số đến sau người các. Đúng nào vẫn khiến. Thì vậy vài làm một cũng.
Của vậy tại nếu. Như đang làm đến khi để nhiều.",2005-01-04
